Source,Target,Type,Weight
1,3,Undirected,224
2,5,Undirected,198
3,3,Undirected,190
3,8,Undirected,189
3,2,Undirected,169
4,5,Undirected,150
3,5,Undirected,148
5,10,Undirected,144
4,2,Undirected,133
1,8,Undirected,126
2,10,Undirected,125
3,16,Undirected,120
5,5,Undirected,115
1,2,Undirected,105
6,3,Undirected,103
4,10,Undirected,97
4,3,Undirected,90
2,8,Undirected,90
5,9,Undirected,89
7,3,Undirected,88
2,2,Undirected,87
1,16,Undirected,82
1,5,Undirected,80
2,9,Undirected,79
3,10,Undirected,75
1,1,Undirected,71
1,6,Undirected,71
8,5,Undirected,69
8,16,Undirected,66
4,9,Undirected,65
9,10,Undirected,61
6,8,Undirected,58
4,4,Undirected,57
10,10,Undirected,51
11,5,Undirected,49
1,4,Undirected,49
1,7,Undirected,47
7,8,Undirected,45
8,8,Undirected,45
1,10,Undirected,45
11,2,Undirected,43
3,9,Undirected,42
6,16,Undirected,42
8,10,Undirected,41
4,8,Undirected,41
3,95,Undirected,40
12,5,Undirected,38
12,10,Undirected,35
11,4,Undirected,35
13,3,Undirected,35
14,5,Undirected,32
6,2,Undirected,32
1,95,Undirected,32
12,2,Undirected,31
2,16,Undirected,31
12,3,Undirected,27
15,5,Undirected,27
3,50,Undirected,27
1,9,Undirected,27
11,3,Undirected,26
7,16,Undirected,26
16,16,Undirected,26
15,4,Undirected,26
16,95,Undirected,26
17,5,Undirected,25
4,12,Undirected,25
11,10,Undirected,25
6,7,Undirected,25
5,161,Undirected,25
15,2,Undirected,25
2,14,Undirected,23
7,2,Undirected,23
18,5,Undirected,23
8,9,Undirected,23
6,95,Undirected,23
19,5,Undirected,22
20,3,Undirected,21
8,50,Undirected,21
3,161,Undirected,21
2,161,Undirected,21
18,4,Undirected,21
21,3,Undirected,20
3,46,Undirected,20
15,10,Undirected,20
3,14,Undirected,20
6,5,Undirected,20
1,13,Undirected,20
22,3,Undirected,19
22,5,Undirected,19
11,9,Undirected,19
18,3,Undirected,19
4,14,Undirected,19
9,9,Undirected,19
13,8,Undirected,19
1,50,Undirected,19
8,95,Undirected,19
23,5,Undirected,18
24,3,Undirected,18
25,5,Undirected,18
19,10,Undirected,18
22,2,Undirected,17
17,2,Undirected,17
6,10,Undirected,17
5,16,Undirected,17
18,2,Undirected,17
26,3,Undirected,16
12,9,Undirected,16
27,3,Undirected,16
28,3,Undirected,16
29,45,Undirected,16
15,9,Undirected,16
7,5,Undirected,16
4,161,Undirected,16
23,10,Undirected,15
3,217,Undirected,15
30,5,Undirected,15
3,43,Undirected,15
6,6,Undirected,15
18,10,Undirected,15
2,23,Undirected,15
25,2,Undirected,15
4,17,Undirected,15
10,16,Undirected,15
19,2,Undirected,15
17,3,Undirected,14
3,23,Undirected,14
31,10,Undirected,14
17,10,Undirected,14
32,3,Undirected,14
33,3,Undirected,14
25,10,Undirected,14
7,10,Undirected,14
34,5,Undirected,14
5,41,Undirected,14
12,8,Undirected,14
4,19,Undirected,14
30,10,Undirected,14
11,12,Undirected,13
1,43,Undirected,13
34,10,Undirected,13
3,101,Undirected,13
35,10,Undirected,13
36,5,Undirected,13
37,3,Undirected,13
1,161,Undirected,13
11,8,Undirected,13
13,5,Undirected,13
22,10,Undirected,13
29,8,Undirected,12
3,58,Undirected,12
1,46,Undirected,12
38,3,Undirected,12
26,1,Undirected,12
18,1,Undirected,12
34,2,Undirected,12
35,2,Undirected,12
35,5,Undirected,12
11,1,Undirected,12
22,4,Undirected,12
39,3,Undirected,12
13,16,Undirected,12
1,17,Undirected,11
40,3,Undirected,11
34,3,Undirected,11
7,7,Undirected,11
38,1,Undirected,11
41,10,Undirected,11
35,4,Undirected,11
13,2,Undirected,11
1,12,Undirected,11
4,23,Undirected,11
6,13,Undirected,11
39,2,Undirected,11
2,95,Undirected,11
5,218,Undirected,10
1,23,Undirected,10
17,8,Undirected,10
31,5,Undirected,10
3,51,Undirected,10
42,45,Undirected,10
30,2,Undirected,10
24,6,Undirected,10
1,21,Undirected,10
20,1,Undirected,10
20,8,Undirected,10
1,217,Undirected,10
8,217,Undirected,10
38,6,Undirected,10
38,16,Undirected,10
8,45,Undirected,10
6,43,Undirected,10
43,16,Undirected,10
25,3,Undirected,10
36,2,Undirected,10
13,7,Undirected,10
1,14,Undirected,10
17,9,Undirected,10
23,9,Undirected,10
2,41,Undirected,10
20,2,Undirected,10
3,80,Undirected,10
36,4,Undirected,10
44,3,Undirected,10
8,23,Undirected,9
1,29,Undirected,9
21,8,Undirected,9
24,7,Undirected,9
31,2,Undirected,9
3,41,Undirected,9
1,58,Undirected,9
27,8,Undirected,9
43,8,Undirected,9
25,4,Undirected,9
20,7,Undirected,9
28,8,Undirected,9
45,45,Undirected,9
5,162,Undirected,9
8,46,Undirected,9
2,50,Undirected,9
1,15,Undirected,9
13,10,Undirected,9
1,80,Undirected,9
34,4,Undirected,9
4,41,Undirected,9
1,28,Undirected,9
2,218,Undirected,8
26,16,Undirected,8
2,51,Undirected,8
29,42,Undirected,8
24,16,Undirected,8
31,3,Undirected,8
5,143,Undirected,8
