Source,Target,Type,Weight
1,2,Undirected,250
2,3,Undirected,218
2,5,Undirected,201
3,5,Undirected,191
2,2,Undirected,175
1,3,Undirected,154
4,3,Undirected,147
4,5,Undirected,146
4,2,Undirected,146
2,7,Undirected,140
3,12,Undirected,136
2,15,Undirected,135
2,12,Undirected,133
5,12,Undirected,127
1,5,Undirected,124
6,2,Undirected,121
1,15,Undirected,107
4,12,Undirected,106
1,7,Undirected,98
3,3,Undirected,97
5,5,Undirected,97
3,7,Undirected,93
1,1,Undirected,90
1,6,Undirected,90
1,4,Undirected,90
1,12,Undirected,87
2,9,Undirected,86
3,9,Undirected,80
7,5,Undirected,77
5,9,Undirected,76
8,2,Undirected,71
6,7,Undirected,66
7,15,Undirected,63
1,9,Undirected,60
4,4,Undirected,59
9,12,Undirected,59
4,7,Undirected,59
4,9,Undirected,58
10,2,Undirected,57
6,15,Undirected,54
11,2,Undirected,54
11,5,Undirected,51
11,3,Undirected,50
12,12,Undirected,48
7,12,Undirected,48
3,15,Undirected,47
6,3,Undirected,45
1,10,Undirected,44
2,34,Undirected,44
3,90,Undirected,43
5,90,Undirected,43
13,5,Undirected,41
4,13,Undirected,40
11,1,Undirected,39
3,13,Undirected,38
14,2,Undirected,37
11,4,Undirected,37
1,8,Undirected,37
4,90,Undirected,37
15,15,Undirected,35
2,90,Undirected,35
14,3,Undirected,34
14,5,Undirected,34
2,13,Undirected,33
1,34,Undirected,32
8,15,Undirected,31
10,3,Undirected,30
13,12,Undirected,30
6,8,Undirected,30
5,15,Undirected,30
16,2,Undirected,29
2,26,Undirected,29
11,12,Undirected,29
2,125,Undirected,29
10,7,Undirected,29
17,5,Undirected,29
7,9,Undirected,29
6,5,Undirected,29
18,3,Undirected,27
17,3,Undirected,27
12,15,Undirected,27
1,90,Undirected,27
12,90,Undirected,26
1,13,Undirected,26
3,34,Undirected,25
8,7,Undirected,25
6,12,Undirected,25
16,3,Undirected,24
8,5,Undirected,24
7,7,Undirected,24
1,26,Undirected,23
8,3,Undirected,23
11,9,Undirected,23
18,5,Undirected,23
2,29,Undirected,23
18,2,Undirected,23
19,2,Undirected,23
10,5,Undirected,23
3,26,Undirected,22
1,14,Undirected,22
1,125,Undirected,22
7,34,Undirected,22
17,4,Undirected,22
17,12,Undirected,22
9,15,Undirected,21
13,9,Undirected,21
1,16,Undirected,20
4,14,Undirected,20
11,7,Undirected,20
20,3,Undirected,20
4,15,Undirected,20
10,12,Undirected,20
4,23,Undirected,19
1,29,Undirected,19
21,2,Undirected,19
6,6,Undirected,19
22,3,Undirected,18
22,5,Undirected,18
23,3,Undirected,18
24,5,Undirected,18
6,125,Undirected,18
15,125,Undirected,18
25,3,Undirected,18
25,5,Undirected,18
17,2,Undirected,18
14,12,Undirected,18
20,5,Undirected,18
6,4,Undirected,18
6,9,Undirected,18
1,18,Undirected,18
20,2,Undirected,18
22,4,Undirected,17
21,3,Undirected,17
14,7,Undirected,17
18,4,Undirected,17
26,5,Undirected,17
5,34,Undirected,17
27,5,Undirected,17
21,12,Undirected,16
18,12,Undirected,16
10,15,Undirected,16
16,5,Undirected,16
26,12,Undirected,16
9,90,Undirected,16
1,20,Undirected,16
4,27,Undirected,16
27,3,Undirected,16
21,5,Undirected,15
24,2,Undirected,15
9,9,Undirected,15
10,9,Undirected,15
16,12,Undirected,15
12,34,Undirected,15
28,2,Undirected,15
22,12,Undirected,14
23,5,Undirected,14
21,4,Undirected,14
23,2,Undirected,14
2,210,Undirected,14
29,7,Undirected,14
19,15,Undirected,14
28,1,Undirected,14
6,10,Undirected,14
30,2,Undirected,13
23,12,Undirected,13
17,1,Undirected,13
20,4,Undirected,13
3,38,Undirected,13
8,4,Undirected,13
31,2,Undirected,13
24,3,Undirected,12
16,7,Undirected,12
22,2,Undirected,12
4,25,Undirected,12
25,2,Undirected,12
25,12,Undirected,12
5,38,Undirected,12
1,19,Undirected,12
10,4,Undirected,12
26,9,Undirected,12
9,34,Undirected,12
27,2,Undirected,12
29,15,Undirected,12
2,38,Undirected,12
11,18,Undirected,11
15,34,Undirected,11
15,210,Undirected,11
32,5,Undirected,11
16,9,Undirected,11
7,26,Undirected,11
6,90,Undirected,11
15,90,Undirected,11
27,12,Undirected,11
3,43,Undirected,11
24,1,Undirected,10
33,2,Undirected,10
23,9,Undirected,10
34,125,Undirected,10
1,210,Undirected,10
6,210,Undirected,10
22,1,Undirected,10
21,1,Undirected,10
18,7,Undirected,10
14,9,Undirected,10
11,17,Undirected,10
4,26,Undirected,10
4,34,Undirected,10
13,90,Undirected,10
35,5,Undirected,10
3,210,Undirected,10
2,81,Undirected,10
6,29,Undirected,10
36,5,Undirected,10
2,43,Undirected,10
8,8,Undirected,10
8,19,Undirected,10
2,150,Undirected,10
20,12,Undirected,10
