Source,Target,Type,Weight
1,2,Undirected,591
2,5,Undirected,583
1,5,Undirected,476
3,2,Undirected,459
2,2,Undirected,369
3,1,Undirected,362
2,4,Undirected,348
3,5,Undirected,336
4,5,Undirected,284
1,4,Undirected,279
5,5,Undirected,246
1,1,Undirected,245
6,1,Undirected,238
7,2,Undirected,236
8,6,Undirected,223
9,2,Undirected,220
3,4,Undirected,220
6,2,Undirected,218
9,5,Undirected,198
6,6,Undirected,193
7,1,Undirected,192
7,5,Undirected,185
6,11,Undirected,184
3,3,Undirected,163
9,1,Undirected,162
7,3,Undirected,148
6,5,Undirected,146
3,6,Undirected,143
8,1,Undirected,136
7,4,Undirected,121
8,11,Undirected,118
6,35,Undirected,113
8,2,Undirected,110
1,11,Undirected,105
3,9,Undirected,101
9,4,Undirected,100
10,6,Undirected,99
6,4,Undirected,88
11,2,Undirected,86
7,9,Undirected,85
12,6,Undirected,85
13,2,Undirected,82
4,4,Undirected,79
8,5,Undirected,78
8,35,Undirected,76
8,8,Undirected,71
13,3,Undirected,70
8,3,Undirected,68
8,10,Undirected,68
14,3,Undirected,66
11,35,Undirected,65
15,2,Undirected,65
14,16,Undirected,65
14,2,Undirected,60
16,3,Undirected,60
13,1,Undirected,59
11,5,Undirected,59
7,6,Undirected,59
17,2,Undirected,57
3,11,Undirected,56
18,33,Undirected,56
15,5,Undirected,55
2,103,Undirected,55
10,11,Undirected,55
2,21,Undirected,54
1,17,Undirected,52
15,1,Undirected,51
13,5,Undirected,51
9,6,Undirected,49
19,2,Undirected,47
8,12,Undirected,45
8,4,Undirected,45
20,2,Undirected,44
13,4,Undirected,44
5,103,Undirected,44
16,2,Undirected,44
7,7,Undirected,43
12,11,Undirected,43
21,5,Undirected,43
3,17,Undirected,43
11,11,Undirected,42
1,103,Undirected,42
9,9,Undirected,40
17,5,Undirected,40
22,16,Undirected,40
1,21,Undirected,39
19,5,Undirected,39
1,127,Undirected,38
20,5,Undirected,37
23,1,Undirected,37
23,2,Undirected,37
2,127,Undirected,37
11,4,Undirected,37
23,5,Undirected,36
24,2,Undirected,36
16,16,Undirected,36
19,1,Undirected,35
6,119,Undirected,35
22,14,Undirected,35
25,2,Undirected,34
14,4,Undirected,34
20,1,Undirected,33
26,2,Undirected,33
26,5,Undirected,33
27,2,Undirected,33
3,103,Undirected,33
10,35,Undirected,33
28,6,Undirected,33
14,13,Undirected,33
6,17,Undirected,32
13,16,Undirected,32
10,1,Undirected,31
22,3,Undirected,31
23,3,Undirected,30
25,3,Undirected,30
29,2,Undirected,30
30,2,Undirected,30
18,18,Undirected,30
6,127,Undirected,30
15,9,Undirected,29
15,3,Undirected,29
2,97,Undirected,29
6,81,Undirected,29
12,1,Undirected,29
14,14,Undirected,29
26,1,Undirected,28
24,5,Undirected,28
3,19,Undirected,28
18,34,Undirected,28
31,6,Undirected,28
3,127,Undirected,28
12,35,Undirected,28
1,35,Undirected,28
24,1,Undirected,27
18,82,Undirected,27
32,2,Undirected,27
2,145,Undirected,27
27,3,Undirected,27
8,119,Undirected,27
25,5,Undirected,26
33,33,Undirected,26
14,1,Undirected,26
27,6,Undirected,25
27,1,Undirected,25
25,1,Undirected,25
1,30,Undirected,25
34,33,Undirected,25
17,4,Undirected,25
5,127,Undirected,25
15,4,Undirected,25
18,6,Undirected,25
5,145,Undirected,25
1,97,Undirected,25
16,4,Undirected,25
3,21,Undirected,24
4,103,Undirected,24
29,5,Undirected,24
30,5,Undirected,24
29,1,Undirected,24
33,82,Undirected,24
32,1,Undirected,24
7,8,Undirected,23
10,12,Undirected,23
22,2,Undirected,23
7,15,Undirected,22
32,5,Undirected,22
8,81,Undirected,22
11,81,Undirected,22
31,1,Undirected,22
5,97,Undirected,22
23,4,Undirected,21
9,21,Undirected,21
25,6,Undirected,21
18,51,Undirected,21
10,2,Undirected,21
35,119,Undirected,21
19,4,Undirected,21
20,4,Undirected,20
33,51,Undirected,20
4,21,Undirected,20
12,2,Undirected,20
7,21,Undirected,19
3,29,Undirected,19
36,6,Undirected,19
35,35,Undirected,19
9,103,Undirected,19
1,145,Undirected,19
37,1,Undirected,19
26,9,Undirected,18
38,6,Undirected,18
7,103,Undirected,18
3,30,Undirected,18
8,9,Undirected,18
6,33,Undirected,18
27,5,Undirected,18
7,11,Undirected,18
37,2,Undirected,18
10,5,Undirected,18
12,5,Undirected,18
10,119,Undirected,18
31,3,Undirected,18
31,5,Undirected,18
3,97,Undirected,18
8,18,Undirected,18
29,6,Undirected,17
39,2,Undirected,17
