Source,Target,Type,Weight
1,3,Undirected,118
2,2,Undirected,117
3,3,Undirected,100
2,14,Undirected,100
3,13,Undirected,93
4,2,Undirected,85
3,9,Undirected,73
5,5,Undirected,64
1,13,Undirected,58
6,2,Undirected,57
3,11,Undirected,55
1,9,Undirected,55
3,35,Undirected,52
6,6,Undirected,49
2,15,Undirected,49
7,3,Undirected,47
8,15,Undirected,47
2,19,Undirected,46
5,37,Undirected,45
2,8,Undirected,44
6,19,Undirected,43
5,2,Undirected,43
9,13,Undirected,42
9,11,Undirected,41
5,19,Undirected,38
1,1,Undirected,38
10,3,Undirected,37
1,35,Undirected,33
1,11,Undirected,32
11,47,Undirected,31
5,14,Undirected,31
6,14,Undirected,31
12,3,Undirected,30
12,11,Undirected,30
1,7,Undirected,30
12,9,Undirected,28
13,35,Undirected,28
14,14,Undirected,28
15,15,Undirected,28
2,28,Undirected,28
16,15,Undirected,27
3,47,Undirected,27
6,5,Undirected,26
4,19,Undirected,26
11,11,Undirected,25
7,13,Undirected,25
13,11,Undirected,25
17,38,Undirected,25
9,47,Undirected,25
4,4,Undirected,24
17,3,Undirected,24
5,27,Undirected,23
4,14,Undirected,21
4,8,Undirected,21
1,47,Undirected,21
6,21,Undirected,20
5,88,Undirected,20
3,151,Undirected,20
4,15,Undirected,20
9,9,Undirected,20
16,8,Undirected,19
13,13,Undirected,19
2,48,Undirected,19
3,34,Undirected,19
3,38,Undirected,19
9,34,Undirected,19
10,13,Undirected,18
1,10,Undirected,18
18,2,Undirected,18
19,15,Undirected,18
1,17,Undirected,18
11,34,Undirected,17
4,5,Undirected,17
13,47,Undirected,17
19,8,Undirected,17
2,16,Undirected,17
1,151,Undirected,16
8,8,Undirected,16
12,47,Undirected,16
19,19,Undirected,15
20,2,Undirected,15
17,17,Undirected,15
21,3,Undirected,14
22,3,Undirected,14
1,38,Undirected,14
12,13,Undirected,14
1,12,Undirected,14
23,47,Undirected,13
4,28,Undirected,13
4,48,Undirected,13
17,9,Undirected,13
1,34,Undirected,13
9,35,Undirected,13
22,11,Undirected,12
19,37,Undirected,12
24,3,Undirected,12
25,3,Undirected,12
26,11,Undirected,12
27,37,Undirected,12
14,19,Undirected,12
17,13,Undirected,12
28,15,Undirected,12
12,34,Undirected,12
9,38,Undirected,12
29,47,Undirected,11
2,17,Undirected,11
2,38,Undirected,11
30,3,Undirected,11
31,3,Undirected,11
32,3,Undirected,11
33,19,Undirected,11
14,15,Undirected,11
17,101,Undirected,11
13,151,Undirected,11
2,3,Undirected,11
2,46,Undirected,11
34,47,Undirected,11
13,34,Undirected,11
7,9,Undirected,11
35,151,Undirected,11
21,19,Undirected,10
23,11,Undirected,10
36,3,Undirected,10
9,26,Undirected,10
37,37,Undirected,10
38,38,Undirected,10
39,3,Undirected,10
6,15,Undirected,10
22,9,Undirected,10
3,101,Undirected,10
7,35,Undirected,10
7,151,Undirected,10
40,3,Undirected,9
41,33,Undirected,9
42,5,Undirected,9
22,1,Undirected,9
3,19,Undirected,9
28,19,Undirected,9
28,14,Undirected,9
12,12,Undirected,9
17,11,Undirected,9
11,38,Undirected,9
43,11,Undirected,9
3,80,Undirected,9
44,3,Undirected,9
3,146,Undirected,9
4,17,Undirected,8
4,38,Undirected,8
28,17,Undirected,8
28,38,Undirected,8
23,3,Undirected,8
4,6,Undirected,8
4,20,Undirected,8
45,3,Undirected,8
14,8,Undirected,8
22,13,Undirected,8
46,15,Undirected,8
19,16,Undirected,8
17,65,Undirected,8
19,27,Undirected,8
4,3,Undirected,8
28,8,Undirected,8
3,79,Undirected,8
47,47,Undirected,8
2,9,Undirected,8
10,35,Undirected,8
2,27,Undirected,8
9,146,Undirected,8
43,47,Undirected,8
4,37,Undirected,7
17,48,Undirected,7
48,38,Undirected,7
12,23,Undirected,7
23,9,Undirected,7
41,19,Undirected,7
33,33,Undirected,7
3,109,Undirected,7
18,8,Undirected,7
45,1,Undirected,7
38,101,Undirected,7
9,151,Undirected,7
48,15,Undirected,7
49,2,Undirected,7
13,38,Undirected,7
48,19,Undirected,7
10,9,Undirected,7
22,12,Undirected,7
4,16,Undirected,7
21,2,Undirected,7
1,101,Undirected,7
20,15,Undirected,7
50,3,Undirected,7
3,56,Undirected,7
13,101,Undirected,7
1,80,Undirected,7
13,80,Undirected,7
6,27,Undirected,7
11,146,Undirected,7
1,21,Undirected,7
36,11,Undirected,7
40,9,Undirected,6
40,11,Undirected,6
22,23,Undirected,6
29,11,Undirected,6
19,88,Undirected,6
20,20,Undirected,6
20,8,Undirected,6
12,26,Undirected,6
51,33,Undirected,6
51,19,Undirected,6
42,4,Undirected,6
3,74,Undirected,6
1,52,Undirected,6
1,99,Undirected,6
52,3,Undirected,6
3,99,Undirected,6
39,1,Undirected,6
39,13,Undirected,6
17,50,Undirected,6
50,38,Undirected,6
3,26,Undirected,6
4,46,Undirected,6
6,8,Undirected,6
4,18,Undirected,6
46,8,Undirected,6
22,47,Undirected,6
17,47,Undirected,6
38,47,Undirected,6
1,2,Undirected,6
7,2,Undirected,6
2,35,Undirected,6
50,13,Undirected,6
7,10,Undirected,6
53,3,Undirected,6
35,35,Undirected,6
3,173,Undirected,6
53,9,Undirected,6
43,9,Undirected,6
53,11,Undirected,6
1,146,Undirected,6
21,13,Undirected,6
7,11,Undirected,6
11,35,Undirected,6
21,11,Undirected,6
36,12,Undirected,6
3,192,Undirected,5
22,29,Undirected,5
6,73,Undirected,5
30,1,Undirected,5
24,7,Undirected,5
25,7,Undirected,5
1,31,Undirected,5
1,32,Undirected,5
24,35,Undirected,5
25,35,Undirected,5
23,34,Undirected,5
11,190,Undirected,5
4,33,Undirected,5
33,137,Undirected,5
54,3,Undirected,5
3,55,Undirected,5
9,55,Undirected,5
55,11,Undirected,5
21,74,Undirected,5
52,13,Undirected,5
13,99,Undirected,5
46,19,Undirected,5
1,70,Undirected,5
27,27,Undirected,5
17,56,Undirected,5
56,38,Undirected,5
16,16,Undirected,5
48,8,Undirected,5
57,2,Undirected,5
42,2,Undirected,5
6,28,Undirected,5
19,35,Undirected,5
22,34,Undirected,5
50,9,Undirected,5
9,101,Undirected,5
4,7,Undirected,5
4,35,Undirected,5
58,3,Undirected,5
1,50,Undirected,5
1,56,Undirected,5
7,17,Undirected,5
13,56,Undirected,5
59,3,Undirected,5
53,13,Undirected,5
2,37,Undirected,5
20,19,Undirected,5
1,44,Undirected,5
21,151,Undirected,5
60,3,Undirected,5
17,173,Undirected,5
2,31,Undirected,5
43,3,Undirected,5
47,146,Undirected,5
26,47,Undirected,5
61,11,Undirected,5
36,9,Undirected,5
39,10,Undirected,5
62,5,Undirected,5
14,27,Undirected,5
9,192,Undirected,4
11,192,Undirected,4
4,88,Undirected,4
30,13,Undirected,4
31,13,Undirected,4
32,13,Undirected,4
24,10,Undirected,4
25,10,Undirected,4
24,13,Undirected,4
