Source,Target,Type,Weight
1,2,Undirected,466
2,2,Undirected,459
2,10,Undirected,270
3,4,Undirected,239
4,5,Undirected,175
1,10,Undirected,168
4,4,Undirected,164
4,15,Undirected,156
5,9,Undirected,150
4,9,Undirected,142
6,4,Undirected,132
1,1,Undirected,126
4,13,Undirected,125
3,15,Undirected,120
3,5,Undirected,118
7,5,Undirected,111
7,9,Undirected,109
8,2,Undirected,105
7,4,Undirected,104
5,18,Undirected,103
9,18,Undirected,99
3,6,Undirected,98
3,13,Undirected,93
4,18,Undirected,88
3,3,Undirected,86
3,9,Undirected,86
5,5,Undirected,79
9,9,Undirected,78
5,13,Undirected,77
10,10,Undirected,74
7,18,Undirected,71
6,15,Undirected,70
11,4,Undirected,68
6,13,Undirected,65
12,4,Undirected,65
3,7,Undirected,65
13,15,Undirected,64
2,27,Undirected,61
13,9,Undirected,59
3,18,Undirected,58
5,17,Undirected,56
4,17,Undirected,56
3,11,Undirected,52
9,17,Undirected,50
14,9,Undirected,46
15,15,Undirected,46
7,13,Undirected,45
2,20,Undirected,44
5,15,Undirected,44
3,12,Undirected,43
6,5,Undirected,42
7,7,Undirected,42
14,5,Undirected,42
12,15,Undirected,40
16,9,Undirected,38
4,46,Undirected,38
3,17,Undirected,36
1,8,Undirected,35
13,18,Undirected,35
17,18,Undirected,35
14,4,Undirected,35
16,5,Undirected,34
6,12,Undirected,34
7,17,Undirected,33
18,18,Undirected,32
19,4,Undirected,31
1,27,Undirected,29
11,13,Undirected,29
16,4,Undirected,28
4,26,Undirected,28
3,46,Undirected,27
4,156,Undirected,27
5,140,Undirected,27
9,140,Undirected,27
11,15,Undirected,27
14,7,Undirected,26
20,10,Undirected,25
1,20,Undirected,25
11,5,Undirected,25
14,18,Undirected,25
21,4,Undirected,25
22,2,Undirected,24
4,39,Undirected,24
3,26,Undirected,24
7,140,Undirected,24
23,5,Undirected,24
23,9,Undirected,24
14,3,Undirected,23
6,6,Undirected,23
3,19,Undirected,22
4,140,Undirected,22
24,4,Undirected,22
7,15,Undirected,22
9,15,Undirected,22
18,15,Undirected,22
21,3,Undirected,22
13,46,Undirected,21
7,16,Undirected,21
16,18,Undirected,21
6,9,Undirected,21
6,18,Undirected,21
3,156,Undirected,20
6,7,Undirected,20
25,9,Undirected,20
13,13,Undirected,20
3,39,Undirected,19
12,13,Undirected,19
23,18,Undirected,19
24,15,Undirected,19
26,15,Undirected,19
12,9,Undirected,18
15,156,Undirected,18
23,7,Undirected,18
13,17,Undirected,18
27,27,Undirected,18
11,9,Undirected,18
17,15,Undirected,18
19,5,Undirected,17
12,5,Undirected,17
6,156,Undirected,17
23,4,Undirected,17
11,7,Undirected,17
11,18,Undirected,17
6,11,Undirected,17
5,25,Undirected,17
5,46,Undirected,16
3,16,Undirected,16
4,247,Undirected,16
23,3,Undirected,16
28,9,Undirected,16
6,24,Undirected,16
6,17,Undirected,16
