Source,Target,Type,Weight
1,1,Undirected,436
2,1,Undirected,244
3,4,Undirected,208
4,4,Undirected,179
4,12,Undirected,151
4,5,Undirected,145
5,7,Undirected,142
6,1,Undirected,141
4,19,Undirected,137
1,26,Undirected,129
7,14,Undirected,125
4,7,Undirected,125
8,4,Undirected,121
9,7,Undirected,109
5,14,Undirected,98
3,12,Undirected,97
3,5,Undirected,94
7,7,Undirected,90
3,19,Undirected,89
9,5,Undirected,89
1,22,Undirected,85
3,8,Undirected,77
9,4,Undirected,76
9,14,Undirected,73
10,4,Undirected,71
4,14,Undirected,71
5,12,Undirected,70
3,7,Undirected,66
7,15,Undirected,66
11,20,Undirected,65
3,3,Undirected,64
12,19,Undirected,62
8,19,Undirected,61
13,1,Undirected,60
5,5,Undirected,60
8,12,Undirected,57
5,15,Undirected,56
12,7,Undirected,55
14,14,Undirected,50
15,14,Undirected,50
2,26,Undirected,47
3,14,Undirected,44
4,15,Undirected,44
16,4,Undirected,43
2,2,Undirected,40
17,7,Undirected,40
9,15,Undirected,40
18,14,Undirected,37
3,10,Undirected,36
9,9,Undirected,36
19,19,Undirected,35
3,9,Undirected,35
12,14,Undirected,34
8,5,Undirected,34
11,11,Undirected,34
4,204,Undirected,34
2,6,Undirected,33
5,19,Undirected,33
9,12,Undirected,33
11,21,Undirected,33
10,12,Undirected,32
17,5,Undirected,32
11,76,Undirected,32
17,4,Undirected,31
20,20,Undirected,31
18,7,Undirected,30
21,20,Undirected,30
20,76,Undirected,29
12,12,Undirected,28
22,22,Undirected,26
8,8,Undirected,26
23,4,Undirected,26
4,65,Undirected,26
3,15,Undirected,26
4,37,Undirected,25
3,204,Undirected,25
23,8,Undirected,24
24,4,Undirected,24
19,204,Undirected,24
25,1,Undirected,23
11,46,Undirected,23
11,4,Undirected,23
10,19,Undirected,23
11,57,Undirected,23
23,19,Undirected,22
3,16,Undirected,22
8,16,Undirected,22
16,19,Undirected,22
4,34,Undirected,22
8,7,Undirected,22
7,19,Undirected,22
18,5,Undirected,22
20,46,Undirected,22
8,204,Undirected,22
17,9,Undirected,22
20,57,Undirected,22
6,26,Undirected,21
12,15,Undirected,21
18,4,Undirected,21
8,10,Undirected,21
26,26,Undirected,20
23,3,Undirected,20
16,12,Undirected,20
12,65,Undirected,20
27,7,Undirected,20
1,72,Undirected,20
17,14,Undirected,20
13,2,Undirected,19
1,224,Undirected,19
6,22,Undirected,19
28,4,Undirected,19
3,65,Undirected,19
